Listing,Lat,Lon,Address,City,Type,List_Price,Sold_Price,Bedroom,Bathroom,Garage,Tax,Maintenance,Age,Size,Lot_Size,Days,List_Date
C4726209,43.72657,-79.31182,Unit 818 - 1700 Eglinton Ave E,North York,Condo Apt,620000,613000,2 Bedroom,2 Bathroom,1 Garage,1906,$768/month,-,900-999 feet²,,7,2020-03-19
W4690020,43.68889,-79.49758,21 Bartonville Ave W,Toronto,Detached,769900,837000,3 Bedroom,2 Bathroom,1 Garage,3388,,-,1750 feet²,29.5 x 100.00 feet,1,2020-02-11
W4649007,43.51774,-79.63004,1875 Balsam Ave,Mississauga,Detached,795000,748000,2+2 Bedroom,2 Bathroom,0 Garage,5466,,-,1100-1500 feet²,47.24 x 195.55 feet,61,2019-12-05
C4647083,43.6605735,-79.3785733,Unit 2311 - 89 Mcgill St,Toronto,Condo Apt,798000,798000,2 Bedroom,2 Bathroom,1 Garage,2856,$609/month,-,700-799 feet²,,17,2019-12-03
N4741942,43.82256,-79.61161,48 La Neve Ave,Vaughan,Semi-Detached,839000,855000,3 Bedroom,3 Bathroom,1 Garage,4026,,-,1500-2000 feet²,2.5 x 109.91 feet,9,2020-04-13
C4666510,43.65886,-79.36389,51 Regent St,Toronto,Condo Townhouse,1040000,1100000,3 Bedroom,3 Bathroom,1 Garage,3770,$548/month,0-5,1200-1399 feet²,,11,2020-01-13
C4699770,43.78151,-79.33741,46 Endsleigh Cres,North York,Semi-Detached,888800,911000,3+2 Bedroom,3 Bathroom,1 Garage,3984,,-,2250 feet²,29.99 x 120.60 feet,2,2020-02-23
W4705245,43.58967,-79.6531,Unit 1908 - 339 Rathburn Rd W,Mississauga,Condo Apt,539000,550000,1+1 Bedroom,1 Bathroom,1 Garage,2030,$380/month,-,600-699 feet²,,4,2020-02-28
W4718079,43.64359,-79.76047,21 Krakow St,Brampton,Semi-Detached,749500,770000,3 Bedroom,3 Bathroom,1 Garage,4712,,6-15,1500-2000 feet²,27.56 x 90.22 feet,16,2020-03-11
C4703826,43.6398,-79.39793,Unit 745 - 151 Dan Leckie Way,Toronto,Condo Apt,649000,649000,1+1 Bedroom,1 Bathroom,1 Garage,2260,$476/month,-,600-699 feet²,,21,2020-02-25
E4668794,43.70299,-79.2521,4 East Haven Dr,Scarborough,Detached,899800,900000,4+2 Bedroom,3 Bathroom,1 Garage,3686,,-,1750 feet²,43.33 x 110.00 feet,13,2020-01-15
C4691374,43.76055,-79.40804,Unit 3405 - 2 Anndale Dr,North York,Condo Apt,1588000,1558000,2+1 Bedroom,3 Bathroom,2 Garage,6911,$1197/month,0-5,1400-1599 feet²,,26,2020-02-13
C4640196,43.65719,-79.40143,Unit 1603 - 297 College St,Toronto,Condo Apt,1788000,1700000,2+1 Bedroom,2 Bathroom,1 Garage,5977,$831/month,0-5,1000-1199 feet²,,19,2019-11-21
W4685068,43.62123,-79.48332,Unit 305 - 2240 Lake Shore Blvd W,Etobicoke,Condo Apt,689800,695000,2+1 Bedroom,2 Bathroom,1 Garage,2581,$626/month,-,900-999 feet²,,5,2020-02-05
W4728339,43.66934,-79.45554,66 Laughton Ave,Toronto,Semi-Detached,799000,999000,3 Bedroom,2 Bathroom,0 Garage,3388,,-,1300 feet²,18 x 122.00 feet,3,2020-03-20
E4683283,43.66422,-79.34786,176 De Grassi St,Toronto,Detached,1189900,1435200,2+1 Bedroom,2 Bathroom,0 Garage,4830,,-,1300 feet²,19.5 x 100.00 feet,6,2020-02-04
C4652961,43.79974,-79.34123,163 Shawnee Circ,North York,Semi-Detached,858888,923025,4+4 Bedroom,4 Bathroom,1 Garage,3650,,-,2250 feet²,29.99 x 120.00 feet,14,2019-12-11
W4760833,43.623561,-79.4790061,Unit 6302 - 30 Shore Breeze Dr,Etobicoke,Condo Apt,759000,750000,2 Bedroom,1 Bathroom,1 Garage,0,-,-,600-699 feet²,,2,2020-05-13
E4701041,43.71715,-79.23313,5 Broadmead Ave,Scarborough,Detached,1899000,1807000,4+1 Bedroom,4 Bathroom,1 Garage,6509,,6-15,2500-3000 feet²,50 x 212.00 feet,13,2020-02-25
W4712075,43.60337,-79.5927,Unit 56 - 3050 Constitution Blvd,Mississauga,Condo Townhouse,449900,440000,4 Bedroom,2 Bathroom,1 Garage,1810,$799/month,-,1200-1399 feet²,,11,2020-03-06
W4728863,43.52113,-79.84677,1238 Chapman Cres,Milton,Freehold Townhouse,699900,699900,3 Bedroom,3 Bathroom,1 Garage,2852,,-,1750 feet²,21.98 x 100.72 feet,8,2020-03-22
W4721981,43.74434,-79.58733,Unit 801 - 45 Silverstone Dr,Etobicoke,Condo Apt,429000,420000,3 Bedroom,2 Bathroom,1 Garage,1129,$594/month,16-30,1400-1599 feet²,,19,2020-03-14
W4692445,43.62433,-79.49098,Unit 334 - 200 Manitoba St,Etobicoke,Condo Apt,539000,591225,1 Bedroom,2 Bathroom,1 Garage,1880,$486/month,16-30,700-799 feet²,,6,2020-02-14
E4687628,43.86902,-79.02625,80 Booth Cres,Ajax,Detached,766000,761000,3+1 Bedroom,4 Bathroom,1 Garage,4740,,-,2000-2500 feet²,30.71 x 121.72 feet,18,2020-02-08
W4624316,43.67587,-79.50686,Unit 1910 - 250 Scarlett Rd,Toronto,Condo Apt,599000,585000,3 Bedroom,2 Bathroom,1 Garage,1903,$798/month,31-50,1000-1199 feet²,,40,2019-11-02
W4751256,43.7099,-79.51756,43 Langside Ave,North York,Detached,699900,731000,3 Bedroom,1 Bathroom,0 Garage,3024,,51-99,700-1100 feet²,41.01 x 125.00 feet,4,2020-04-30
W4694179,43.58904,-79.6496,Unit 3403 - 385 Prince Of Wales Dr,Mississauga,Condo Apt,529999,528000,1 Bedroom,1 Bathroom,1 Garage,2277,$452/month,-,500-599 feet²,,13,2020-02-18
C4587418,43.7369,-79.40634,19 Mason Blvd,Toronto,Detached,3298000,3112500,4+1 Bedroom,4 Bathroom,2 Garage,14239,,-,3500-5000 feet²,63.39 x 282.18 feet,91,2019-09-24
C4679375,43.65949,-79.3847399,Unit Th1 - 761 Bay St,Toronto,Condo Townhouse,2150000,2030000,3 Bedroom,3 Bathroom,2 Garage,7802,$1274/month,-,2000-2249 feet²,,5,2020-01-30
E4719318,43.8433,-79.08906,Unit 9 - 1415 Fieldlight Blvd,Pickering,Condo Townhouse,459000,535000,3 Bedroom,3 Bathroom,1 Garage,2952,$444/month,-,1200-1399 feet²,,6,2020-03-12
W4662860,43.6817873,-79.8425774,Unit 19 - 200 Veterans Rd,Brampton,Condo Townhouse,579900,569000,3 Bedroom,3 Bathroom,1 Garage,3260,$173/month,-,1200-1399 feet²,,9,2020-01-08
W4764837,43.7985751,-79.93395,62 North Riverdale Dr,Caledon,Detached,1298000,1298000,4 Bedroom,4 Bathroom,2 Garage,6802,,16-30,2500-3000 feet²,61.42 x 110.93 feet,2,2020-05-19
N4665999,43.80259,-79.4198,Unit 221-B1 - 7165 Yonge St,Markham,Condo Apt,510000,510000,1+1 Bedroom,1 Bathroom,1 Garage,2248,$439/month,0-5,600-699 feet²,,13,2020-01-12
E4702098,43.69544,-79.31419,217 Holborne Ave,Toronto,Detached,799900,1115000,3+1 Bedroom,2 Bathroom,1 Garage,3886,,51-99,1100-1500 feet²,25 x 100.91 feet,6,2020-02-26
N4698741,43.8073,-79.45515,Unit 401 - 100 Promenade Circ,Vaughan,Condo Apt,929000,907500,2+1 Bedroom,2 Bathroom,1 Garage,4357,$799/month,-,1200-1399 feet²,,27,2020-02-20
W4645823,43.68255,-79.47836,704 Weston Rd,Toronto,Triplex,949900,925000,6 Bedroom,3 Bathroom,2 Garage,2888,,51-99,- feet²,27.5 x 99.00 feet,14,2019-12-02
N4626441,43.95455,-79.44061,29 Aloe Ave,Richmond Hill,Detached,999900,979900,4 Bedroom,3 Bathroom,2 Garage,5105,,-,2000-2500 feet²,35.1 x 114.24 feet,54,2019-11-05
W4679845,43.52897,-79.60289,846 Chaucer Ave,Mississauga,Vacant Land,1500000,1545000,Bedroom,0 Bathroom,Garage,7173,,-,- feet²,100 x 136.48 feet,5,2020-01-30
C4670589,43.7671235,-79.3713664,Unit 2608 - 117 Mcmahon Dr,North York,Condo Apt,769000,765000,2 Bedroom,2 Bathroom,1 Garage,0,$580/month,-,800-899 feet²,,20,2020-01-17
C4644528,43.6408717,-79.4133078,9A Crawford St,Toronto,Condo Townhouse,848888,820000,3 Bedroom,2 Bathroom,1 Garage,3726,$987/month,-,1400-1599 feet²,,68,2019-11-29
N4668162,43.99176,-79.4663,Unit 511 - 14924 Yonge St,Aurora,Condo Apt,628000,628000,2 Bedroom,2 Bathroom,1 Garage,3361,$1069/month,-,1400-1599 feet²,,15,2020-01-15
W4760305,43.60241,-79.63637,199 Ashridge Pl,Mississauga,Semi-Detached,759900,765000,3 Bedroom,2 Bathroom,1 Garage,3853,,-,1300 feet²,23 x 125.00 feet,2,2020-05-13
C4750566,43.68008,-79.41811,14 Alcina Ave,Toronto,Semi-Detached,1449000,1500000,3+1 Bedroom,3 Bathroom,1 Garage,5461,,-,- feet²,17.49 x 142.00 feet,1,2020-04-29
C4587109,43.68248,-79.39007,38 Shaftesbury Ave,Toronto,Semi-Detached,1995000,1999000,3+1 Bedroom,3 Bathroom,1 Garage,9494,,-,2750 feet²,17.5 x 147.77 feet,153,2019-09-24
N4629031,43.90057,-79.65859,6173 King Rd,King,Detached,849999,811800,3 Bedroom,1 Bathroom,2 Garage,4888,,-,1300 feet²,85 x 120.00 feet,121,2019-11-06
W4680202,43.56215,-79.73775,3044 Bentley Dr,Mississauga,Semi-Detached,699900,745000,3 Bedroom,2 Bathroom,1 Garage,3909,,16-30,1100-1500 feet²,29.53 x 85.30 feet,6,2020-01-30
W4677999,43.6026434,-79.5013022,90 Third St,Etobicoke,Detached,898000,1050100,3 Bedroom,2 Bathroom,0 Garage,3353,,-,1300 feet²,29.92 x 118.00 feet,8,2020-01-28
W4683705,43.66007,-79.80002,52 Intrigue Tr,Brampton,Detached,1729000,1700000,5+1 Bedroom,5 Bathroom,2 Garage,10406,,0-5,5000+ feet²,49.08 x 105.00 feet,1,2020-02-02
C4747026,43.65766,-79.35946,100 Sumach St,Toronto,Freehold Townhouse,899900,918500,2 Bedroom,1 Bathroom,0 Garage,3773,,-,1300 feet²,13 x 90.00 feet,31,2020-04-21
C4663092,43.70207,-79.41909,Unit 304 - 800 Spadina Rd,Toronto,Condo Apt,564000,564000,2 Bedroom,2 Bathroom,1 Garage,2524,$1227/month,-,800-899 feet²,,4,2020-01-08
N4663791,43.96795,-79.24046,23 Thicketwood Blvd,Whitchurch-Stouffville,Detached,995000,980000,2 Bedroom,3 Bathroom,2 Garage,5192,,-,1750 feet²,50.69 x 119.26 feet,14,2020-01-09
N4704816,43.9115252,-79.2508725,5 Rougeview Park Cres,Markham,Freehold Townhouse,779999,881500,4 Bedroom,3 Bathroom,2 Garage,4364,,0-5,2000-2500 feet²,25.95 x 71.55 feet,3,2020-02-28
E4729580,43.76216,-79.18817,112 Coronation Dr,Scarborough,Detached,788000,740000,4 Bedroom,2 Bathroom,1 Garage,2859,,-,1750 feet²,50 x 115.00 feet,36,2020-03-23
W4662515,43.69462,-79.77515,21 Murray St,Brampton,Detached,650000,625000,2 Bedroom,1 Bathroom,1 Garage,3552,,51-99,700-1100 feet²,50 x 150.00 feet,34,2020-01-07
E4660963,43.81153,-79.30222,Unit 1117 - 1883 Mcnicoll Ave,Scarborough,Condo Apt,418000,428000,1+2 Bedroom,1 Bathroom,1 Garage,1428,$490/month,-,700-799 feet²,,1,2020-01-06
E4695649,43.80601,-79.32948,156 Huntsmill Blvd,Scarborough,Freehold Townhouse,688800,785000,3 Bedroom,2 Bathroom,1 Garage,2988,,-,1300 feet²,20.09 x 111.34 feet,6,2020-02-19
C4648572,43.64487,-79.41363,143 Massey St,Toronto,Freehold Townhouse,1399900,1575000,3+1 Bedroom,3 Bathroom,1 Garage,6662,,16-30,2000-2500 feet²,13.75 x 65.98 feet,4,2019-12-05
C4655594,43.645,-79.39123,Unit 1023 - 270 Wellington St W,Toronto,Condo Apt,650000,640000,1+1 Bedroom,1 Bathroom,1 Garage,2236,$558/month,-,600-699 feet²,,26,2019-12-18
W4702436,43.71,-79.69575,4 Dorset Dr,Brampton,Semi-Detached,599900,685000,4+1 Bedroom,3 Bathroom,0 Garage,3600,,-,1750 feet²,41.4 x 117.06 feet,3,2020-02-26
E4747700,43.77788,-79.28075,Unit 418 - 135 Village Green Sq,Scarborough,Condo Apt,399900,450000,1+1 Bedroom,2 Bathroom,1 Garage,1911,$444/month,6-10,700-799 feet²,,8,2020-04-22
W4707234,43.6834,-79.55731,39 Shipley Rd,Etobicoke,Detached,1199000,1325000,3+1 Bedroom,3 Bathroom,1 Garage,3543,,-,2000-2500 feet²,60.08 x 125.00 feet,7,2020-03-02
N4725671,43.7898223,-79.5463129,Unit 2609 - 3700 Highway 7 Rd,Vaughan,Condo Apt,489900,485000,1 Bedroom,1 Bathroom,1 Garage,1759,$323/month,0-5,500-599 feet²,,29,2020-03-18
W4658092,43.68225,-79.75056,44 Clarence St,Brampton,Detached,649999,645000,3 Bedroom,3 Bathroom,1 Garage,4463,,100+,2000-2500 feet²,54 x 103.30 feet,31,2019-12-27
W4687241,43.77458,-79.67189,21 Diploma Dr,Brampton,Detached,869000,881500,4+1 Bedroom,4 Bathroom,1 Garage,5440,,-,1750 feet²,31.99 x 86.94 feet,2,2020-02-07
W4701008,43.6754,-79.84012,41 Rockbrook Tr,Brampton,Freehold Townhouse,749900,745000,3 Bedroom,4 Bathroom,1 Garage,4251,,6-15,1500-2000 feet²,18.04 x 77.10 feet,17,2020-02-25
W4673605,43.62792,-79.47812,Unit 1002 - 2119 Lake Shore Blvd W,Etobicoke,Condo Apt,399880,435000,0 Bedroom,1 Bathroom,1 Garage,1402,$422/month,-,0-499 feet²,,13,2020-01-22
C4646325,43.67298,-79.38699,Unit 3603 - 825 Church St,Toronto,Condo Apt,898400,925000,1+1 Bedroom,1 Bathroom,1 Garage,3276,$482/month,0-5,600-699 feet²,,85,2019-12-02
E4711828,43.82331,-79.03368,4 Garnett Dr,Ajax,Detached,899000,900000,4+1 Bedroom,4 Bathroom,2 Garage,7154,,-,2500-3000 feet²,48.88 x 102.03 feet,8,2020-03-05
C4717004,43.76916,-79.36882,Unit 2503 - 29 Singer Crt,North York,Condo Apt,599000,611000,1+1 Bedroom,1 Bathroom,1 Garage,1894,$516/month,6-10,600-699 feet²,,4,2020-03-10
N4761118,43.83596,-79.55787,85 Fairlane Cres,Vaughan,Detached,998000,995000,3 Bedroom,3 Bathroom,1 Garage,4800,,6-15,2000-2500 feet²,36.42 x 106.43 feet,11,2020-05-14
W4653315,43.56698,-79.57659,397 Marf Ave,Mississauga,Detached,849000,775000,3 Bedroom,1 Bathroom,0 Garage,5010,,51-99,700-1100 feet²,50 x 132.00 feet,36,2019-12-13
W4713190,43.74147,-79.60099,53 Elmvale Cres,Etobicoke,Semi-Detached,700000,758000,3+2 Bedroom,2 Bathroom,0 Garage,2642,,-,1300 feet²,22.24 x 146.70 feet,6,2020-03-06
N4710663,43.8148024,-79.4511595,Unit 431 - 7900 Bathurst St,Vaughan,Condo Apt,599000,675000,2+1 Bedroom,2 Bathroom,1 Garage,3172,$604/month,0-5,900-999 feet²,,14,2020-03-05
W4708390,43.71966,-79.50328,68 Downsview Ave,North York,Semi-Detached,789000,880000,3+1 Bedroom,2 Bathroom,1 Garage,2884,,-,1750 feet²,32.85 x 110.00 feet,4,2020-03-03
C4769659,43.70048,-79.37413,751 Merton St,Toronto,Triplex,2150000,2150000,9 Bedroom,3 Bathroom,5 Garage,6960,,-,3500-5000 feet²,30.92 x 154.00 feet,7,2020-05-25
E4744884,43.88335,-79.01033,447 Rossland Rd E,Ajax,Freehold Townhouse,579900,570000,3 Bedroom,2 Bathroom,1 Garage,3508,,-,1300 feet²,17.06 x 66.17 feet,18,2020-04-18
W4710791,43.50394,-79.88993,135 Kendall Dr,Milton,Detached,799900,880500,3 Bedroom,3 Bathroom,2 Garage,3818,,6-15,1500-2000 feet²,32.26 x 90.04 feet,5,2020-03-05
C4664315,43.74094,-79.43157,60 Westgate Blvd,North York,Detached,1399000,1360000,3 Bedroom,2 Bathroom,0 Garage,5828,,51-99,1300 feet²,40 x 142.96 feet,8,2020-01-09
C4720182,43.67008,-79.38636,Unit 1307 - 1 Bloor St E,Toronto,Condo Apt,1098000,1090000,2 Bedroom,2 Bathroom,1 Garage,4542,$659/month,0-5,800-899 feet²,,32,2020-03-12
C4620257,43.66803,-79.3884,Unit 1401 - 1121 Bay St,Toronto,Condo Apt,749000,729000,2 Bedroom,1 Bathroom,1 Garage,3130,$910/month,-,700-799 feet²,,76,2019-10-29
W4694832,43.7084017,-79.843038,22 Hawtrey Rd,Brampton,Detached,1249900,1235000,5 Bedroom,5 Bathroom,2 Garage,0,,0-5,3000-3500 feet²,47 x 124.00 feet,14,2020-02-16
E4668501,43.8284551,-79.0892476,Unit 706 - 1235 Bayly St,Pickering,Condo Apt,439000,435000,1+1 Bedroom,1 Bathroom,1 Garage,3002,$527/month,-,600-699 feet²,,9,2020-01-15
N4693968,43.8035945,-79.4486059,Unit 906 - 7420 Bathurst St,Vaughan,Condo Apt,539000,529000,2 Bedroom,2 Bathroom,1 Garage,2310,$723/month,-,1000-1199 feet²,,3,2020-02-17
E4669196,43.74594,-79.24309,15 Carslake Cres,Scarborough,Detached,799000,910000,3+2 Bedroom,2 Bathroom,0 Garage,3050,,-,1300 feet²,45 x 112.83 feet,4,2020-01-16
E4663385,43.72613,-79.26435,Unit 510 - 665 Kennedy Rd,Scarborough,Condo Apt,369900,359900,3 Bedroom,2 Bathroom,2 Garage,881,$905/month,-,1200-1399 feet²,,21,2020-01-08
N4695853,43.85801,-79.29925,1 Gaudette St,Markham,Detached,1299000,1280000,4 Bedroom,3 Bathroom,2 Garage,5980,,-,2750 feet²,37.95 x 114.93 feet,3,2020-02-19
W4627475,43.69805,-79.82908,93 Sewells Lane,Brampton,Detached,799000,790000,4 Bedroom,3 Bathroom,2 Garage,4700,,-,2250 feet²,34.9 x 94.39 feet,66,2019-11-05
W4727543,43.7236,-79.79365,18 Amberwood Sq,Brampton,Freehold Townhouse,574990,574990,3 Bedroom,2 Bathroom,1 Garage,3141,,-,1100-1500 feet²,23 x 103.00 feet,19,2020-03-19
W4682495,43.71266,-79.8095,140 Twin Pines Cres,Brampton,Freehold Townhouse,619850,671200,3 Bedroom,3 Bathroom,1 Garage,3661,,-,1750 feet²,20.24 x 114.83 feet,2,2020-02-03
W4682417,43.61181,-79.59088,3200 Golden Orchard Dr,Mississauga,Detached,1229000,1180000,3+2 Bedroom,5 Bathroom,2 Garage,5884,,31-50,2750 feet²,50 x 124.00 feet,18,2020-02-03
E4739379,43.80992,-79.22215,Unit 1503 - 400 Mclevin Ave N,Scarborough,Condo Apt,449000,449000,2 Bedroom,2 Bathroom,1 Garage,1198,$783/month,16-30,1200-1399 feet²,,14,2020-04-08
C4769465,43.63966,-79.4146,Unit 1405 - 80 Western Battery Rd,Toronto,Condo Apt,769000,805000,2 Bedroom,2 Bathroom,1 Garage,2735,$621/month,11-15,800-899 feet²,,8,2020-05-25
C4668531,43.6601134,-79.3604521,Unit 2211 - 170 Sumach St,Toronto,Condo Apt,425000,427000,0 Bedroom,1 Bathroom,0 Garage,1292,$266/month,-,0-499 feet²,,13,2020-01-15
N4710880,43.97816,-79.25427,42 Pondmede Cres,Whitchurch-Stouffville,Detached,929000,960000,3 Bedroom,3 Bathroom,2 Garage,5081,,-,2250 feet²,44.29 x 109.58 feet,6,2020-03-05
W4703403,43.67309,-79.78169,79 Burgby Ave,Brampton,Detached,839500,890000,4+2 Bedroom,3 Bathroom,2 Garage,5192,,-,2250 feet²,83.16 x 49.33 feet,4,2020-02-27
C4660649,43.78294,-79.41669,Unit 809 - 5740 Yonge St,North York,Condo Apt,499000,596500,2+1 Bedroom,2 Bathroom,1 Garage,2453,$676/month,-,800-899 feet²,,3,2020-01-06
W4735809,43.5276,-79.66485,2429 Arioso Crt,Mississauga,Detached,1029900,1020000,4 Bedroom,4 Bathroom,1 Garage,6027,,-,2250 feet²,50 x 132.00 feet,4,2020-04-02
C4567463,43.66186,-79.38566,Unit 2702 - 38 Grenville St,Toronto,Condo Apt,759000,750000,1+1 Bedroom,1 Bathroom,1 Garage,2905,$502/month,-,600-699 feet²,,122,2019-09-05
C4756631,43.6551083,-79.3536711,Unit N129 - 120 Bayview Ave,Toronto,Condo Apt,635000,628000,1+1 Bedroom,2 Bathroom,0 Garage,2039,$471/month,0-5,600-699 feet²,,3,2020-05-07
C4665848,43.7771182,-79.4268329,(Address not available),North York,Freehold Townhouse,1198000,1168000,4+1 Bedroom,3 Bathroom,1 Garage,4525,$157/month,6-15,1500-2000 feet²,14.5 x 35.10 feet,16,2020-01-11
W4728705,43.55754,-79.73044,5557 Fudge Terr,Mississauga,Semi-Detached,830000,803500,3 Bedroom,3 Bathroom,1 Garage,4512,,-,1500-2000 feet²,22.31 x 109.91 feet,36,2020-03-21
E4703723,43.79192,-79.23889,Unit 616 - 39 Kimbercroft Crt,Scarborough,Condo Apt,449900,485000,2+1 Bedroom,1 Bathroom,1 Garage,1207,$546/month,-,1000-1199 feet²,,11,2020-02-27
W4711463,43.6991622,-79.8489492,70 Volner Rd,Brampton,Freehold Townhouse,699900,710000,3+1 Bedroom,4 Bathroom,2 Garage,4153,,0-5,1500-2000 feet²,25.5 x 87.25 feet,60,2020-03-04
C4691169,43.7004499,-79.39779,Unit 714 - 23 Glebe Rd W,Toronto,Condo Apt,639900,655000,1+1 Bedroom,1 Bathroom,1 Garage,2421,$423/month,-,500-599 feet²,,1,2020-02-13
E4687703,43.74483,-79.21458,Unit 1211 - 3380 Eglinton Ave E,Scarborough,Condo Apt,430000,450000,2 Bedroom,2 Bathroom,1 Garage,900,$620/month,-,1000-1199 feet²,,20,2020-02-09
N4647210,43.78976,-79.46988,Unit 601 - 8 Maison Parc Crt,Vaughan,Condo Apt,479900,475000,1+1 Bedroom,1 Bathroom,1 Garage,2156,$498/month,-,600-699 feet²,,6,2019-12-03
W4745912,43.5801885,-79.6235365,Unit 1712 - 145 Hillcrest Ave,Mississauga,Condo Apt,559000,555000,2+1 Bedroom,2 Bathroom,1 Garage,1790,$538/month,-,1000-1199 feet²,,9,2020-04-20
W4686222,43.75129,-79.84276,2 Deer Ridge Tr,Caledon,Semi-Detached,829888,811000,4 Bedroom,4 Bathroom,1 Garage,4122,,0-5,- feet²,26.98 x 98.00 feet,11,2020-02-05
W4706447,43.68662,-79.45782,453 Mcroberts Ave,Toronto,Detached,659900,770000,2+1 Bedroom,1 Bathroom,2 Garage,2848,,51-99,700-1100 feet²,20.03 x 122.16 feet,7,2020-03-02
W4676145,43.76173,-79.7277,217 Mountainberry Rd,Brampton,Detached,939500,945000,4+2 Bedroom,4 Bathroom,2 Garage,5219,,16-30,2000-2500 feet²,49.78 x 112.53 feet,0,2020-01-25
W4712591,43.64343,-79.74881,35 Blue Bonnet Dr,Brampton,Detached,949900,995000,4+3 Bedroom,5 Bathroom,2 Garage,5640,,-,2500-3000 feet²,48.6 x 109.37 feet,4,2020-03-06
N4673834,43.85905,-79.46054,87 Stockdale Cres,Richmond Hill,Detached,1200000,1300000,4 Bedroom,3 Bathroom,2 Garage,7805,,-,2750 feet²,90.81 x 110.34 feet,3,2020-01-22
C4703637,43.66475,-79.38694,Unit 2208 - 955 Bay St,Toronto,Condo Apt,629800,640000,1 Bedroom,1 Bathroom,0 Garage,0,$338/month,New,0-499 feet²,,5,2020-02-25
E4668139,43.880506,-79.086493,Unit 35 - 2576 Ladyfern Cross St,Pickering,Condo Townhouse,549900,538000,2 Bedroom,3 Bathroom,1 Garage,0,$247/month,New,1200-1399 feet²,,25,2020-01-15
W4688220,43.60852,-79.68854,5827 Tiz Rd,Mississauga,Freehold Townhouse,789000,800000,3+1 Bedroom,4 Bathroom,1 Garage,3924,$95/month,-,1500-2000 feet²,24.77 x 80.53 feet,1,2020-02-10
W4692917,43.5331,-79.66264,2504 Paula Crt,Mississauga,Detached,1189990,1153000,4+1 Bedroom,3 Bathroom,2 Garage,6514,,-,2500-3000 feet²,40.06 x 123.93 feet,2,2020-02-14
N4696869,43.84141,-79.48335,9154 Dufferin St,Vaughan,Freehold Townhouse,899000,1000000,3 Bedroom,3 Bathroom,2 Garage,5230,,-,2000-2500 feet²,31.27 x 179.00 feet,12,2020-02-20
W4700458,43.61949,-79.7507,1705 Kentchester Pl,Mississauga,Detached,1495000,1450000,5+1 Bedroom,4 Bathroom,2 Garage,7076,,16-30,3000-3500 feet²,54.96 x 106.30 feet,9,2020-02-24
W4715107,43.505,-79.88932,44 Whitmer St,Milton,Freehold Townhouse,729999,780000,3+1 Bedroom,4 Bathroom,1 Garage,2999,,6-15,1500-2000 feet²,21 x 88.00 feet,2,2020-03-09
W4747878,43.61329,-79.66021,Unit 1115 - 35 Trailwood Dr,Mississauga,Condo Apt,485000,460000,2 Bedroom,2 Bathroom,1 Garage,1764,$724/month,-,1000-1199 feet²,,21,2020-04-24
W4661419,43.68471,-79.73897,17 Milner Rd,Brampton,Semi-Detached,599900,590000,3+2 Bedroom,2 Bathroom,1 Garage,3400,,31-50,1300 feet²,30 x 122.00 feet,0,2020-01-06
E4676243,43.88035,-79.00798,1 Malthouse Cres,Ajax,Detached,810000,795000,4 Bedroom,3 Bathroom,1 Garage,5805,,0-5,2000-2500 feet²,52.82 x 90.00 feet,14,2020-01-26
E4659405,43.87796,-79.05382,43 Napiermews Dr,Ajax,Detached,735000,710000,3 Bedroom,2 Bathroom,1 Garage,5639,,6-15,1500-2000 feet²,39.37 x 102.99 feet,3,2020-01-03
N4656786,43.92185,-79.53584,16 Langdon Dr,King,Detached,2298000,2123000,4 Bedroom,5 Bathroom,3 Garage,12725,,-,4250 feet²,98.43 x 231.89 feet,39,2019-12-20
W4704352,43.7152841,-79.4547786,Unit 225 - 3091 Dufferin St,North York,Condo Apt,399900,410000,0 Bedroom,1 Bathroom,0 Garage,1,$226/month,0-5,0-499 feet²,,13,2020-02-27
E4694148,43.70706,-79.26354,18 North Woodrow Blvd,Scarborough,Detached,899900,1004000,3+1 Bedroom,2 Bathroom,1 Garage,3190,,-,1300 feet²,35 x 140.00 feet,10,2020-02-18
C4738853,43.70673,-79.39716,Unit 708 - 43 Eglinton Ave E,Toronto,Condo Apt,585000,562500,1+1 Bedroom,1 Bathroom,1 Garage,2254,$692/month,-,600-699 feet²,,8,2020-04-07
C4674307,43.64165,-79.42184,Unit 204 - 8 Dovercourt Rd,Toronto,Condo Apt,549000,711000,1 Bedroom,1 Bathroom,0 Garage,2158,$430/month,-,600-699 feet²,,11,2020-01-23
W4708029,43.65695,-79.51145,78 Dunedin Dr,Etobicoke,Detached,1599000,1860000,3+1 Bedroom,3 Bathroom,0 Garage,7087,,-,1750 feet²,42 x 104.00 feet,8,2020-03-02
N4688894,43.87673,-79.46005,87 Willett Cres,Richmond Hill,Detached,1558000,1600000,4 Bedroom,5 Bathroom,2 Garage,7037,,-,3000-3500 feet²,54.65 x 115.49 feet,5,2020-02-10
C4697913,43.64294,-79.38046,Unit 4505 - 55 Bremner Blvd,Toronto,Condo Apt,749900,782000,1+1 Bedroom,1 Bathroom,1 Garage,2472,$587/month,-,600-699 feet²,,7,2020-02-20
N4748316,43.82732,-79.64609,41 Ross Vennare Cres,Vaughan,Detached,1448800,1450000,4 Bedroom,4 Bathroom,2 Garage,6892,,0-5,3000-3500 feet²,40.03 x 104.99 feet,19,2020-04-24
